--Move Updates--
Made Swords Dance have 20 PP
Made Vine Whip have 45 power and 25 PP
Made Pin Missile have 25 power and 95% accuracy
Made Flamethrower have 90 power
Made Hydro Pump have 110 power
Made Surf have 90 power
Made Ice Beam have 90 power
Made Blizzard have 110 power
Made Growth have 20 PP
Made Thunderbolt have 90 power
Made Thunder have 110 power
Made Minimize have 10 PP
Made Barrier have 20 PP
Made Lick have 30 power
Made Smog have 30 power
Made Fire Blast have 110 power
Made Skull Bash have 130 power and 10 PP
Made Glare have 100% accuracy
Made Poison Gas have 90% accuracy
Made Bubble have 40 power
Made Psywave have 100% accuracy
Made Acid Armor have 20 PP
Made Crabhammer have 100 power
Made Thief have 60 power and 25 PP
Made Snore have 50 power
Made Fury Cutter have 40 power
Made Future Sight have 120 power
Made Heat Wave have 95 power
Made Will-O-Wisp have 85% accuracy
Made SmellingSalt have 70 power
Made Knock Off have 65 power
Made Meteor Mash have 90 power and 90% accuracy
Made Air Cutter have 60 power
Made Overheat have 130 power
Made Rock Tomb have 60 power, 15 PP and 95% accuracy
Made Extrasensory have 20 PP
Made Muddy Water have 90 power
Made Covet have 25 PP
Made Wake-Up Slap have 70 power
Made Tailwind have 15 PP
Made Assurance have 60 power
Made Psycho Shift have 100% accuracy
Made Aura Sphere have 80 power
Made Air Slash have 15 PP
Made Dragon Pulse have 85 power
Made Power Gem have 80 power
Made Energy Ball have 90 power
Made Draco Meteor have 130 power
Made Leaf Storm have 130 power
Made Gunk Shot have 80% accuracy
Made Chatter have 65 power
Made Magma Storm have 100 power
Made Storm Throw have 60 power
Made Synchronoise have 120 power
Made Low Sweep have 65 power
Made Hex have 65 power
Made Incinerate have 60 power
Made Water Pledge have 80 power
Made Fire Pledge have 80 power
Made Grass Pledge have 80 power
Made Struggle Bug have 50 power
Made Frost Breath have 45 power
Made Sacred Sword have 15 PP
Made Hurricane have 110 power
Made Techno Blast have 120 power

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
Set #158 - Reversal Mountain Grass/Cave (rate=7) - Mienfoo Lv31, Houndour Lv32, Luxio Lv32, Delibird Lv33, Sableye Lv34, Totodile Lv34, Raichu Lv35, Staryu Lv35, Drowzee Lv35, Gurdurr Lv35, Goldeen Lv35, Monferno Lv35
Set #159 - Reversal Mountain Shaking Spots (rate=1) - Breloom Lv32, Claydol Lv32, Seismitoad Lv33, Electrode Lv33, Lilligant Lv34, Maractus Lv34, Empoleon Lv35, Swanna Lv35, Excadrill Lv35, Blastoise Lv35, Shuckle Lv35, Vespiquen Lv35
Set #160 - Reversal Mountain Grass/Cave (rate=7) - Delibird Lv31, Delibird Lv32, Poliwhirl Lv32, Frillish Lv33, Roselia Lv34, Abra Lv34, Stoutland Lv35, Panpour Lv35, Eevee Lv35, Tranquill Lv35, Sandshrew Lv35, Dunsparce Lv35
Set #161 - Reversal Mountain Shaking Spots (rate=1) - Electabuzz Lv32, Vileplume Lv32, Huntail Lv33, Jumpluff Lv33, Tangrowth Lv34, Roserade Lv34, Throh Lv35, Jolteon Lv35, Blastoise Lv35, Rampardos Lv35, Typhlosion Lv35, Golem Lv35
Set #162 - Reversal Mountain Grass/Cave (rate=7) - Teddiursa Lv31, Krabby Lv32, Tirtouga Lv32, Buneary Lv33, Kricketune Lv34, Exeggcute Lv34, Gigalith Lv35, Gible Lv35, Dwebble Lv35, Vullaby Lv35, Meowth Lv35, Krokorok Lv35
Set #163 - Reversal Mountain Shaking Spots (rate=1) - Basculin Lv32, Slowking Lv32, Clefable Lv33, Flygon Lv33, Froslass Lv34, Hypno Lv34, Sawk Lv35, Roserade Lv35, Ninetales Lv35, Kabutops Lv35, Wailord Lv35, Torkoal Lv35
Set #164 - Reversal Mountain Grass/Cave (rate=7) - Natu Lv31, Vulpix Lv32, Servine Lv32, Squirtle Lv33, Magcargo Lv34, Vibrava Lv34, Beartic Lv35, Seel Lv35, Bellsprout Lv35, Luxio Lv35, Piplup Lv35, Watchog Lv35
Set #165 - Reversal Mountain Shaking Spots (rate=1) - Hariyama Lv32, Kingdra Lv32, Carracosta Lv33, Galvantula Lv33, Exeggutor Lv34, Bronzong Lv34, Crustle Lv35, Grumpig Lv35, Empoleon Lv35, Xatu Lv35, Bisharp Lv35, Lapras Lv35
Set #166 - Reversal Mountain Grass/Cave (rate=7) - Shelmet Lv31, Snivy Lv32, Omanyte Lv32, Golett Lv33, Krokorok Lv34, Machop Lv34, Jellicent Lv35, Scraggy Lv35, Larvitar Lv35, Pignite Lv35, Vibrava Lv35, Servine Lv35
Set #167 - Reversal Mountain Shaking Spots (rate=1) - Leavanny Lv32, Porygon2 Lv32, Bellossom Lv33, Staraptor Lv33, Vanilluxe Lv34, Serperior Lv34, Nidoking Lv35, Electivire Lv35, Druddigon Lv35, Druddigon Lv35, Dewgong Lv35, Armaldo Lv35
Set #168 - Reversal Mountain Grass/Cave (rate=7) - Beheeyem Lv35, Koffing Lv32, Furret Lv32, Exeggcute Lv33, Emolga Lv34, Deerling Lv34, Natu Lv31, Axew Lv35, Dratini Lv35, Murkrow Lv35, Deerling Lv35, Yanma Lv35
Set #169 - Reversal Mountain Shaking Spots (rate=1) - Mienshao Lv32, Drifblim Lv32, Empoleon Lv33, Milotic Lv33, Krookodile Lv34, Altaria Lv34, Cofagrigus Lv35, Froslass Lv35, Charizard Lv35, Roserade Lv35, Honchkrow Lv35, Nidoking Lv35
Set #170 - Reversal Mountain Grass/Cave (rate=7) - Shellder Lv31, Snivy Lv32, Sealeo Lv32, Frillish Lv33, Servine Lv34, Minccino Lv34, Drapion Lv35, Piplup Lv35, Nuzleaf Lv35, Beautifly Lv35, Sandshrew Lv35, Azumarill Lv35
Set #171 - Reversal Mountain Shaking Spots (rate=1) - Feraligatr Lv32, Bisharp Lv32, Exeggutor Lv33, Gardevoir Lv33, Magneton Lv34, Empoleon Lv34, Rapidash Lv35, Crustle Lv35, Escavalier Lv35, Relicanth Lv35, Froslass Lv35, Sceptile Lv35
Set #172 - Reversal Mountain Grass/Cave (rate=7) - Golett Lv31, Elgyem Lv32, Ivysaur Lv32, Spoink Lv33, Wailmer Lv34, Croagunk Lv34, Houndoom Lv35, Chinchou Lv35, Dratini Lv35, Gabite Lv35, Machop Lv35, Spinda Lv35
Set #173 - Reversal Mountain Shaking Spots (rate=1) - Jolteon Lv32, Honchkrow Lv32, Throh Lv33, Relicanth Lv33, Bouffalant Lv34, Sigilyph Lv34, Beartic Lv35, Bellossom Lv35, Sharpedo Lv35, Torkoal Lv35, Walrein Lv35, Omastar Lv35
Set #174 - Reversal Mountain Grass/Cave (rate=7) - Finneon Lv31, Mankey Lv32, Charmeleon Lv32, Gulpin Lv33, Vanillish Lv34, Darumaka Lv34, Cradily Lv35, Gible Lv35, Koffing Lv35, Charmeleon Lv35, Mime Jr. Lv35, Ivysaur Lv35
Set #175 - Reversal Mountain Shaking Spots (rate=1) - Mr. Mime Lv32, Mienshao Lv32, Milotic Lv33, Breloom Lv33, Flareon Lv34, Zebstrika Lv34, Weavile Lv35, Scrafty Lv35, Charizard Lv35, Arcanine Lv35, Honchkrow Lv35, Durant Lv35
Set #176 - Reversal Mountain Grass/Cave (rate=7) - Finneon Lv31, Barboach Lv32, Omanyte Lv32, Seel Lv33, Quilava Lv34, Deino Lv34, Chansey Lv35, Vulpix Lv35, Koffing Lv35, Togetic Lv35, Woobat Lv35, Elekid Lv35
Set #177 - Reversal Mountain Shaking Spots (rate=1) - Whimsicott Lv32, Gorebyss Lv32, Hippowdon Lv33, Bisharp Lv33, Lickilicky Lv34, Electivire Lv34, Eelektross Lv35, Bastiodon Lv35, Heatmor Lv35, Flygon Lv35, Infernape Lv35, Ampharos Lv35
Set #178 - Strange House Grass/Cave (rate=7) - Hoothoot Lv31, Budew Lv31, Chatot Lv32, Liepard Lv32, Purrloin Lv33, Liepard Lv32, Machoke Lv33, Stoutland Lv33, Whiscash Lv34, Charmeleon Lv34, Medicham Lv34, Gloom Lv34
Set #179 - Strange House Grass/Cave (rate=7) - Meowth Lv31, Bulbasaur Lv31, Solrock Lv32, Sandslash Lv32, Trapinch Lv33, Dodrio Lv32, Swellow Lv33, Linoone Lv33, Absol Lv34, Sableye Lv34, Bronzong Lv34, Parasect Lv34
Set #180 - Strange House Grass/Cave (rate=7) - Sandile Lv31, Karrablast Lv31, Grotle Lv32, Hitmonchan Lv32, Spearow Lv33, Druddigon Lv32, Kadabra Lv33, Venomoth Lv33, Skuntank Lv34, Plusle Lv34, Drifblim Lv34, Butterfree Lv34
Set #181 - Strange House Grass/Cave (rate=7) - Shroomish Lv31, Pansage Lv31, Gligar Lv32, Mr. Mime Lv32, Shedinja Lv33, Donphan Lv32, Zweilous Lv33, Whimsicott Lv33, Drapion Lv34, Marshtomp Lv34, Cradily Lv34, Wailmer Lv34
Set #182 - Strange House Grass/Cave (rate=7) - Shinx Lv31, Surskit Lv31, Wartortle Lv32, Huntail Lv32, Grotle Lv33, Primeape Lv32, Munchlax Lv33, Tangela Lv33, Hitmontop Lv34, Elekid Lv34, Granbull Lv34, Togetic Lv34
Set #183 - Strange House Grass/Cave (rate=7) - Poliwag Lv31, Slakoth Lv31, Quilava Lv32, Dunsparce Lv32, Spinarak Lv33, Bouffalant Lv32, Quilava Lv33, Carracosta Lv33, Sawsbuck Lv34, Boldore Lv34, Linoone Lv34, Castform Lv34
Set #184 - Strange House Grass/Cave (rate=7) - Budew Lv31, Meowth Lv31, Lairon Lv32, Chimecho Lv32, Luxio Lv33, Heracross Lv32, Gurdurr Lv33, Noctowl Lv33, Lilligant Lv34, Eelektrik Lv34, Seadra Lv34, Pupitar Lv34
Set #185 - Strange House Grass/Cave (rate=7) - Kirlia Lv31, Hoothoot Lv31, Dugtrio Lv32, Muk Lv32, Illumise Lv33, Froslass Lv32, Servine Lv33, Gorebyss Lv33, Sneasel Lv34, Wailmer Lv34, Musharna Lv34, Fraxure Lv34
Set #186 - Strange House Grass/Cave (rate=7) - Meowth Lv31, Shinx Lv31, Combusken Lv32, Alakazam Lv32, Quilava Lv33, Omastar Lv32, Liepard Lv33, Escavalier Lv33, Medicham Lv34, Grotle Lv34, Armaldo Lv34, Gothorita Lv34
Set #187 - Strange House Grass/Cave (rate=7) - Nidoran♀ Lv31, Paras Lv31, Venomoth Lv32, Houndoom Lv32, Marowak Lv33, Fearow Lv32, Corsola Lv33, Sawsbuck Lv33, Wormadam Lv34, Dragonair Lv34, Fearow Lv34, Magby Lv34
Set #188 - Victory Road Grass/Cave (rate=7) - Servine Lv47, Lairon Lv47, Seadra Lv48, Heracross Lv48, Lairon Lv49, Cacturne Lv49, Lunatone Lv50, Arbok Lv50, Staraptor Lv50, Nidoking Lv50, Throh Lv50, Scrafty Lv50
Set #189 - Victory Road Surfing (rate=10) - Rhydon Lvs 35-50, Zigzagoon Lvs 35-50, Amoonguss Lvs 40-50, Donphan Lvs 40-50, Basculin Lvs 40-50
Set #190 - Victory Road Surfing Spots (rate=1) - Slugma Lvs 35-50, Cherrim Lvs 35-50, Lairon Lvs 40-50, Dunsparce Lvs 40-50, Banette Lvs 40-50
Set #191 - Victory Road Fishing (rate=50) - Drowzee Lvs 40-55, Lopunny Lvs 40-55, Solosis Lvs 50-55, Spoink Lvs 50-55, Yamask Lvs 50-55
Set #192 - Victory Road Fishing Spots (rate=1) - Lileep Lvs 40-60, Octillery Lvs 40-60, Metang Lvs 50-60, Sigilyph Lvs 50-60, Nidoqueen Lvs 50-60
Set #193 - Victory Road Grass/Cave (rate=1) - Pidove Lv47, Snubbull Lv47, Bronzor Lv48, Raticate Lv48, Petilil Lv49, Onix Lv49, Machop Lv50, Quagsire Lv50, Tynamo Lv50, Swellow Lv50, Poliwag Lv50, Swellow Lv50
Set #194 - Victory Road Doubles Grass (rate=3) - Tepig Lv52, Venonat Lv52, Beldum Lv53, Flaaffy Lv53, Oshawott Lv54, Quilava Lv54, Kirlia Lv55, Luxio Lv55, Petilil Lv55, Lampent Lv55, Vanillite Lv55, Volbeat Lv55
Set #195 - Victory Road Shaking Spots (rate=1) - Amoonguss Lv47, Scrafty Lv47, Marowak Lv48, Tangela Lv48, Charmeleon Lv49, Ponyta Lv49, Liepard Lv50, Skuntank Lv50, Misdreavus Lv50, Lickilicky Lv50, Hitmontop Lv50, Gardevoir Lv50
Set #196 - Victory Road Grass/Cave (rate=1) - Ledian Lv47, Aron Lv47, Tentacool Lv48, Stunky Lv48, Staryu Lv49, Leavanny Lv49, Onix Lv50, Golem Lv50, Rhyhorn Lv50, Kingler Lv50, Scraggy Lv50, Simisear Lv50
Set #197 - Victory Road Doubles Grass (rate=3) - Larvesta Lv52, Delibird Lv52, Mawile Lv53, Growlithe Lv53, Krokorok Lv54, Absol Lv54, Teddiursa Lv55, Unfezant Lv55, Magby Lv55, Donphan Lv55, Eevee Lv55, Throh Lv55
Set #198 - Victory Road Shaking Spots (rate=1) - Swellow Lv47, Togetic Lv47, Fraxure Lv48, Froslass Lv48, Wailmer Lv49, Banette Lv49, Hitmonlee Lv50, Shelgon Lv50, Swanna Lv50, Banette Lv50, Lumineon Lv50, Walrein Lv50
Set #199 - Victory Road Surfing (rate=10) - Darmanitan Lvs 35-50, Staryu Lvs 35-50, Altaria Lvs 40-50, Hypno Lvs 40-50, Shuckle Lvs 40-50
Set #200 - Victory Road Surfing Spots (rate=1) - Cyndaquil Lvs 35-50, Scolipede Lvs 35-50, Hitmonlee Lvs 40-50, Gothitelle Lvs 40-50, Venomoth Lvs 40-50
Set #201 - Victory Road Fishing (rate=50) - Voltorb Lvs 40-60, Gothitelle Lvs 40-60, Sewaddle Lvs 50-70, Woobat Lvs 50-70, Pineco Lvs 50-70
Set #202 - Victory Road Fishing Spots (rate=1) - Weepinbell Lvs 40-60, Vigoroth Lvs 40-60, Charmeleon Lvs 50-70, Accelgor Lvs 50-70, Togekiss Lvs 50-70
Set #203 - Victory Road Grass/Cave (rate=7) - Tranquill Lv41, Swadloon Lv41, Prinplup Lv42, Servine Lv42, Masquerain Lv43, Combusken Lv43, Togetic Lv44, Murkrow Lv44, Weepinbell Lv44, Lickitung Lv44, Sealeo Lv44, Anorith Lv44
Set #204 - Victory Road Shaking Spots (rate=1) - Victreebel Lv41, Pupitar Lv41, Golem Lv42, Ninetales Lv42, Kangaskhan Lv43, Sawk Lv43, Blastoise Lv44, Toxicroak Lv44, Politoed Lv44, Seviper Lv44, Xatu Lv44, Abomasnow Lv44
Set #205 - Victory Road Grass/Cave (rate=7) - Sableye Lv47, Beedrill Lv47, Herdier Lv48, Ariados Lv48, Poliwhirl Lv49, Beedrill Lv49, Emolga Lv50, Mightyena Lv50, Butterfree Lv50, Furret Lv50, Lampent Lv50, Butterfree Lv50
Set #206 - Victory Road Shaking Spots (rate=1) - Ampharos Lv47, Buneary Lv47, Haxorus Lv48, Glaceon Lv48, Breloom Lv49, Durant Lv49, Espeon Lv50, Chandelure Lv50, Seismitoad Lv50, Skuntank Lv50, Tangrowth Lv50, Lopunny Lv50
Set #207 - Victory Road Surfing (rate=10) - Conkeldurr Lvs 35-50, Whismur Lvs 35-50, Octillery Lvs 40-50, Primeape Lvs 40-50, Sigilyph Lvs 40-50
Set #208 - Victory Road Surfing Spots (rate=1) - Wingull Lvs 35-60, Golem Lvs 35-60, Pinsir Lvs 40-70, Metang Lvs 40-70, Mothim Lvs 40-70
Set #209 - Victory Road Fishing (rate=50) - Darumaka Lvs 40-60, Lunatone Lvs 40-60, Chimchar Lvs 50-70, Corphish Lvs 50-70, Cottonee Lvs 50-70
Set #210 - Victory Road Fishing Spots (rate=1) - Loudred Lvs 40-60, Tauros Lvs 40-60, Buneary Lvs 50-70, Poliwrath Lvs 50-70, Emboar Lvs 50-70
Set #211 - Victory Road Grass/Cave (rate=1) - Lunatone Lv47, Chimecho Lv47, Raticate Lv48, Kecleon Lv48, Pachirisu Lv49, Jumpluff Lv49, Weepinbell Lv50, Castform Lv50, Persian Lv50, Abomasnow Lv50, Kricketune Lv50, Liepard Lv50
Set #212 - Victory Road Doubles Grass (rate=3) - Wartortle Lv52, Grotle Lv52, Porygon Lv53, Emolga Lv53, Plusle Lv54, Arbok Lv54, Archen Lv55, Hitmonchan Lv55, Gloom Lv55, Vigoroth Lv55, Lampent Lv55, Phione Lv55
Set #213 - Victory Road Shaking Spots (rate=1) - Marowak Lv47, Seadra Lv47, Galvantula Lv48, Parasect Lv48, Solrock Lv49, Dragonair Lv49, Xatu Lv50, Pachirisu Lv50, Rhydon Lv50, Azumarill Lv50, Dewgong Lv50, Audino Lv50
Set #214 - Victory Road Grass/Cave (rate=7) - Octillery Lv47, Lunatone Lv47, Vileplume Lv48, Ursaring Lv48, Armaldo Lv49, Carnivine Lv49, Rapidash Lv50, Furret Lv50, Klang Lv50, Bibarel Lv50, Bellossom Lv50, Haunter Lv50
Set #215 - Victory Road Shaking Spots (rate=1) - Donphan Lv47, Raticate Lv47, Cinccino Lv48, Conkeldurr Lv48, Gastrodon Lv49, Huntail Lv49, Mienshao Lv50, Tentacruel Lv50, Blastoise Lv50, Sharpedo Lv50, Machamp Lv50, Zebstrika Lv50
Set #216 - Victory Road Grass/Cave (rate=7) - Lumineon Lv47, Chansey Lv47, Octillery Lv48, Bronzong Lv48, Kecleon Lv49, Gastrodon Lv49, Wigglytuff Lv50, Cofagrigus Lv50, Simipour Lv50, Hitmontop Lv50, Alakazam Lv50, Mantine Lv50
Set #217 - Victory Road Surfing (rate=10) - Tangela Lvs 35-50, Wynaut Lvs 35-50, Darmanitan Lvs 40-50, Rampardos Lvs 40-50, Solrock Lvs 40-50
Set #218 - Victory Road Surfing Spots (rate=1) - Smeargle Lvs 35-50, Cradily Lvs 35-50, Conkeldurr Lvs 40-50, Misdreavus Lvs 40-50, Ninjask Lvs 40-50
Set #219 - Victory Road Fishing (rate=50) - Pineco Lvs 40-60, Zangoose Lvs 40-60, Roggenrola Lvs 50-70, Machop Lvs 50-70, Numel Lvs 50-70
Set #220 - Victory Road Fishing Spots (rate=1) - Weepinbell Lvs 40-60, Armaldo Lvs 40-60, Dustox Lvs 50-70, Forretress Lvs 50-70, Tangrowth Lvs 50-70
Set #221 - Victory Road Grass/Cave (rate=1) - Ariados Lv47, Magby Lv47, Houndour Lv48, Kricketune Lv48, Elekid Lv49, Floatzel Lv49, Vibrava Lv50, Infernape Lv50, Yanma Lv50, Serperior Lv50, Munchlax Lv50, Skarmory Lv50
Set #222 - Victory Road Doubles Grass (rate=3) - Herdier Lv52, Gothorita Lv52, Mienfoo Lv53, Lileep Lv53, Corsola Lv54, Zebstrika Lv54, Spinda Lv55, Omastar Lv55, Scraggy Lv55, Staraptor Lv55, Lampent Lv55, Stantler Lv55
Set #223 - Victory Road Shaking Spots (rate=1) - Hitmontop Lv47, Rhydon Lv47, Raticate Lv48, Minun Lv48, Delcatty Lv49, Tropius Lv49, Combusken Lv50, Seviper Lv50, Crustle Lv50, Hypno Lv50, Skarmory Lv50, Crobat Lv50
Set #224 - Victory Road Surfing (rate=10) - Dodrio Lvs 35-50, Torchic Lvs 35-50, Muk Lvs 40-50, Honchkrow Lvs 40-50, Mantine Lvs 40-50
Set #225 - Victory Road Surfing Spots (rate=1) - Pansage Lvs 35-50, Venomoth Lvs 35-50, Golduck Lvs 40-50, Charizard Lvs 40-50, Escavalier Lvs 40-50
Set #226 - Victory Road Fishing (rate=50) - Cubone Lvs 40-60, Octillery Lvs 40-60, Exeggcute Lvs 50-70, Karrablast Lvs 50-70, Bronzor Lvs 50-70
Set #227 - Victory Road Fishing Spots (rate=1) - Nidorino Lvs 40-60, Skuntank Lvs 40-60, Roselia Lvs 50-70, Gigalith Lvs 50-70, Snorlax Lvs 50-70
Set #228 - Victory Road Grass/Cave (rate=7) - Absol Lv47, Magneton Lv47, Breloom Lv48, Rhydon Lv48, Hitmontop Lv49, Eelektrik Lv49, Jumpluff Lv50, Mr. Mime Lv50, Electabuzz Lv50, Vigoroth Lv50, Grumpig Lv50, Vanillish Lv50
Set #229 - Victory Road Shaking Spots (rate=1) - Porygon-Z Lv47, Boldore Lv47, Leafeon Lv48, Toxicroak Lv48, Galvantula Lv49, Druddigon Lv49, Heatmor Lv50, Galvantula Lv50, Weavile Lv50, Swampert Lv50, Vaporeon Lv50, Venusaur Lv50
Set #230 - Relic Passage Grass/Cave (rate=7) - Gothita Lv16, Shedinja Lv16, Kirlia Lv17, Totodile Lv17, Finneon Lv17, Stunky Lv18, Pidove Lv17, Jigglypuff Lv17, Diglett Lv18, Mawile Lv18, Krabby Lv18, Pignite Lv18
Set #231 - Relic Passage Shaking Spots (rate=1) - Slowpoke Lv16, Shelgon Lv16, Rufflet Lv17, Charmander Lv17, Snorunt Lv18, Luvdisc Lv18, Torchic Lv19, Oddish Lv19, Magnemite Lv19, Deino Lv19, Buizel Lv19, Scraggy Lv19
Set #232 - Relic Passage Grass/Cave (rate=7) - Metang Lv27, Turtwig Lv27, Minun Lv28, Munna Lv28, Klang Lv28, Furret Lv30, Poliwhirl Lv29, Haunter Lv29, Nidorina Lv30, Weepinbell Lv30, Axew Lv30, Wailmer Lv30
Set #233 - Relic Passage Shaking Spots (rate=1) - Teddiursa Lv27, Fraxure Lv27, Teddiursa Lv28, Vulpix Lv28, Poliwag Lv29, Drifloon Lv29, Sandshrew Lv30, Shellos Lv30, Krokorok Lv30, Trubbish Lv30, Clefairy Lv30, Smoochum Lv30
Set #234 - Relic Passage Surfing (rate=10) - Swoobat Lvs 10-30, Diglett Lvs 10-30, Gastrodon Lvs 10-30, Magmar Lvs 10-30, Dodrio Lvs 10-30
Set #235 - Relic Passage Surfing Spots (rate=1) - Pidgey Lvs 10-30, Drapion Lvs 10-30, Sawsbuck Lvs 10-30, Togetic Lvs 10-30, Gabite Lvs 10-30
Set #236 - Relic Passage Fishing (rate=50) - Cherubi Lvs 40-60, Purugly Lvs 40-60, Vanillite Lvs 50-70, Aron Lvs 50-70, Sandshrew Lvs 50-70
Set #237 - Relic Passage Fishing Spots (rate=1) - Monferno Lvs 40-60, Machamp Lvs 40-60, Sudowoodo Lvs 50-70, Ampharos Lvs 50-70, Raichu Lvs 50-70
Set #238 - Relic Passage Grass/Cave (rate=7) - Aipom Lv27, Snorunt Lv27, Wailmer Lv28, Bonsly Lv28, Fearow Lv28, Kricketune Lv30, Medicham Lv29, Spoink Lv29, Raticate Lv30, Pupitar Lv30, Corphish Lv30, Rufflet Lv30
Set #239 - Relic Passage Shaking Spots (rate=1) - Omanyte Lv27, Watchog Lv27, Mienfoo Lv28, Woobat Lv28, Buneary Lv29, Vulpix Lv29, Piplup Lv30, Larvitar Lv30, Golett Lv30, Zorua Lv30, Pansage Lv30, Klink Lv30
Set #240 - Clay Tunnel Grass/Cave (rate=7) - Duosion Lv54, Zangoose Lv54, Combusken Lv55, Trapinch Lv54, Carnivine Lv55, Growlithe Lv55, Basculin Lv57, Illumise Lv57, Dunsparce Lv56, Quilava Lv57, Croconaw Lv56, Dugtrio Lv57
Set #241 - Clay Tunnel Shaking Spots (rate=1) - Vespiquen Lv54, Sudowoodo Lv54, Electrode Lv55, Miltank Lv55, Sceptile Lv56, Vanilluxe Lv56, Haxorus Lv57, Charizard Lv57, Vespiquen Lv57, Ambipom Lv57, Phione Lv57, Zoroark Lv57
Set #242 - Clay Tunnel Grass/Cave (rate=7) - Luxio Lv54, Flareon Lv54, Krokorok Lv55, Woobat Lv54, Watchog Lv55, Fraxure Lv55, Fraxure Lv57, Staryu Lv57, Watchog Lv56, Wobbuffet Lv57, Herdier Lv56, Bayleef Lv57
Set #243 - Clay Tunnel Shaking Spots (rate=1) - Glalie Lv54, Rufflet Lv54, Breloom Lv55, Breloom Lv55, Gliscor Lv56, Shiftry Lv56, Volcarona Lv57, Reuniclus Lv57, Magmortar Lv57, Alakazam Lv57, Luxray Lv57, Nidoqueen Lv57
Set #244 - Clay Tunnel Surfing (rate=10) - Durant Lvs 45-60, Hitmonchan Lvs 45-60, Clefable Lvs 50-60, Armaldo Lvs 50-60, Castform Lvs 50-60
Set #245 - Clay Tunnel Surfing Spots (rate=1) - Politoed Lvs 45-60, Octillery Lvs 45-60, Stantler Lvs 50-60, Lanturn Lvs 50-60, Rhydon Lvs 50-60
Set #246 - Clay Tunnel Fishing (rate=50) - Aron Lvs 50-60, Forretress Lvs 50-60, Gastly Lvs 60-70, Purrloin Lvs 60-70, Psyduck Lvs 60-70
Set #247 - Clay Tunnel Fishing Spots (rate=1) - Kadabra Lvs 50-60, Wigglytuff Lvs 50-60, Servine Lv60, Cradily Lv60, Tropius Lv60
Set #248 - Clay Tunnel Grass/Cave (rate=7) - Kabuto Lv54, Miltank Lv54, Zweilous Lv55, Remoraid Lv54, Venomoth Lv55, Monferno Lv55, Kadabra Lv57, Plusle Lv57, Dewott Lv56, Elekid Lv57, Wailmer Lv56, Swadloon Lv57
Set #249 - Clay Tunnel Shaking Spots (rate=1) - Galvantula Lv54, Monferno Lv54, Sawsbuck Lv55, Arcanine Lv55, Dewgong Lv56, Dodrio Lv56, Bellossom Lv57, Flareon Lv57, Shiftry Lv57, Bellossom Lv57, Whiscash Lv57, Excadrill Lv57
Set #250 - Clay Tunnel Surfing (rate=10) - Raichu Lvs 45-60, Clefable Lvs 45-60, Wailord Lvs 50-60, Lumineon Lvs 50-60, Exploud Lvs 50-60
Set #251 - Clay Tunnel Surfing Spots (rate=1) - Zebstrika Lvs 45-60, Lopunny Lvs 45-60, Bouffalant Lvs 50-60, Omastar Lvs 50-60, Alakazam Lvs 50-60
Set #252 - Clay Tunnel Fishing (rate=50) - Remoraid Lvs 50-60, Watchog Lvs 50-60, Croagunk Lvs 60-70, Squirtle Lvs 60-70, Venonat Lvs 60-70
Set #253 - Clay Tunnel Fishing Spots (rate=1) - Dugtrio Lvs 50-60, Musharna Lvs 50-60, Chatot Lv60, Gorebyss Lv60, Ampharos Lv60
Set #254 - Underground Ruins Grass/Cave (rate=7) - Krokorok Lv54, Skarmory Lv54, Minun Lv55, Shuppet Lv54, Skarmory Lv55, Grovyle Lv55, Swoobat Lv57, Illumise Lv57, Dunsparce Lv56, Delcatty Lv57, Ledian Lv56, Cranidos Lv57
Set #255 - Underground Ruins Shaking Spots (rate=1) - Ludicolo Lv54, Gothorita Lv54, Ampharos Lv55, Beartic Lv55, Charizard Lv56, Jumpluff Lv56, Glalie Lv57, Donphan Lv57, Xatu Lv57, Kingler Lv57, Exeggutor Lv57, Skarmory Lv57
Set #256 - Underground Ruins Grass/Cave (rate=7) - Tirtouga Lv54, Simisage Lv54, Archen Lv55, Barboach Lv54, Persian Lv55, Graveler Lv55, Combusken Lv57, Combusken Lv57, Beedrill Lv56, Tirtouga Lv57, Dustox Lv56, Swadloon Lv57
Set #257 - Underground Ruins Shaking Spots (rate=1) - Drifblim Lv54, Gabite Lv54, Octillery Lv55, Heatmor Lv55, Wailord Lv56, Grumpig Lv56, Starmie Lv57, Honchkrow Lv57, Magmortar Lv57, Exploud Lv57, Machamp Lv57, Rampardos Lv57
Set #258 - Underground Ruins Grass/Cave (rate=7) - Bibarel Lv54, Octillery Lv54, Tirtouga Lv55, Nuzleaf Lv54, Sneasel Lv55, Combusken Lv55, Skarmory Lv57, Kabuto Lv57, Volbeat Lv56, Parasect Lv57, Dragonair Lv56, Poliwhirl Lv57
Set #259 - Underground Ruins Shaking Spots (rate=1) - Floatzel Lv54, Tranquill Lv54, Lanturn Lv55, Musharna Lv55, Raichu Lv56, Crustle Lv56, Vileplume Lv57, Roserade Lv57, Relicanth Lv57, Lumineon Lv57, Simisage Lv57, Raichu Lv57
